person_id,label,name_key,highest_rank,n_mentions,years_present,n_waves,name_variants
P01246,Picciotto David de,piksioto david,,1,1947,1,Picciotto David de
P01247,Picciotto Fernand de,piksioto fernand,,2,1947;1950,2,Picciotto Fernand de
P01248,Picciotto Henri,piksioto henri,,3,1947;1950,2,Picciotto Henri | Picciotto Henri de
P01249,Picciotto Joseph,piksioto gosef,,2,1947;1950,2,Picciotto Joseph
P01250,Picciotto Léon,piksioto leon,,2,1947;1950,2,Picciotto Léon | Picoiotto Léon
P01251,Picciotto Lucien,piksioto lusien,,2,1947,1,Picciotto Lucien
P01252,Pilavachi John,pilavashi gohn,,1,1947,1,Pilavachi John
P01253,Pinto Bruno B. Corn. Liverpool,pinto bruno kom liverpol,,6,1947;1950,2,Pinto Bruno B. Com. Liverpool | Pinto Bruno B. Corn. Liverpool
P01254,Ginning Co,gining ko,,2,1947,1,Ginning Co
P01255,Upper Egypt Oinning-Co,uper egipt oining ko,,1,1947,1,Upper Egypt Oinning-Co
P01256,Anonyme des Immeubles Réunis,anonim des imeubles reunis,,2,1947,1,Anonyme des Immeubles Réunis
P01257,Platt James,plat games,,2,1947,1,Platt James
P01258,Podesta Edward Major,podesta eduard magor,,1,1947,1,Podesta Edward Major
P01259,Politi Elie 1,politi eli,,6,1947;1950,2,Politi Elie 1
P01260,Pollet-Thiriez Pierre,polet thiriez pier,,3,1947;1950,2,Pollet Pierre | Pollet-Thiriez Pierre
P01261,Pontremoli Maurice B,pontremoli mauris,,1,1947,1,Pontremoli Maurice B
P01262,Pontremoli Rachel,pontremoli rashel,,1,1947,1,Pontremoli Rachel
P01263,Portos Emile,portos emil,,2,1947;1950,2,Portos Emile
P01264,Dringo Stephane,dringo stefan,,1,1947,1,Dringo Stephane
P01265,Psacharopoulo Georges,psasharopulo georges,,4,1947;1950,2,Psacharopoulo Georges
P01266,Psaltis A. M,psaltis,,3,1947;1950,2,Psaltis A. M
P01267,Rabbath Fernand,rabath fernand,,1,1947,1,Rabbath Fernand
P01268,Rabbath Henri,rabath henri,,5,1947;1950,2,Rabbath Henri | Rabbath Henry
P01269,Rachid Ibrahim,rashid ibraim,bey,4,1947,1,Rachid Ibrahim
P01270,Rachid Moustafa,rashid mustafa,bey,2,1947;1950,2,Rachid Moustafa
P01271,Raemy Bernard de,raemi bernard,,4,1947;1950,2,Raemy Bernard de
P01272,Raftopoulos A. S,raftopulos,,4,1947;1950,2,Raftopoulos A. S
P01273,Rpes William Edward,rpes uiliam eduard,,2,1947;1950,2,Rees William Edward | Rpes William Edward
P01274,Reichfeld André,reishfeld andr,,2,1947,1,Reichfeld André
P01275,Reynolds A,reinolds,,3,1947;1950,2,Reynolds A
P01276,Industries,industries,,1,1947,1,Industries
P01277,Riaz Mamdouh,riaz mamduh,,1,1947,1,Riaz Mamdouh
P01278,Richards G. P,rishards,,2,1947;1950,2,Richards G. P
P01279,Richès Gustave,rishes gustav,,4,1947;1950,2,Richès Gustave
P01280,Economique,ekonomiku,,1,1947,1,Economique
P01281,Richès Victor,rishes viktor,,2,1947;1950,2,Richès Victor
P01282,Rivelli Jean N,riveli gean,,4,1947;1950,2,Rivelli Jean N
P01283,Rodocanachi K. G,rodokanashi,,5,1947;1950,2,Rodocanachi C | Rodocanachi K. G
P01284,Rodriguez Eddie,rodriguez edi,,2,1947;1950,2,Rodriguez Eddie
P01285,Rofé Charles,rof sharles,,1,1947,1,Rofé Charles
P01286,Roger-Machart Ch,roger mashart sh,,6,1947;1950,2,Roger-Machart Ch
P01287,Rolin Louis Baron,rolin luis baron,,1,1947,1,Rolin Louis Baron
P01288,Rolo,rolo,,1,1947,1,Rolo
P01289,Rolo Simon E,rolo simon,,2,1947;1950,2,Rolo Simon E
P01290,Rosenberg M. M,rosenberg,,2,1947;1950,2,Rosenberg M. M
P01291,Rossano Charles,rosano sharles,,7,1947;1950,2,Rossano Charles
P01292,Rossano Fernand,rosano fernand,,2,1947;1950,2,Rossano Fernand
P01293,Rossetto Victor,roseto viktor,,2,1947;1950,2,Rossetto Victor
P01294,Rouchdy Ahmed,rushdi ahmed,bey,6,1947;1950,2,Rouchdy Ahmed
P01295,Rouchdy Mohamed,rushdi moamed,bey,17,1947;1950,2,Rouchdy Mohamed
P01296,Belgique,belgiku,,18,1947;1950,2,Belgique
P01297,Rutimeyer R. L,rutimeier,,1,1947,1,Rutimeyer R. L
P01298,Rye Edward,ri eduard,,2,1947;1950,2,Rye Edward
P01299,Saad Alexander,sad alexander,,2,1947,1,Saad Alexander
P01300,Saad el Labbane,sad laban,,1,1947,1,Saad el Labbane
P01301,Saad,sad,,1,1947,1,Saad
P01302,Sachs Freddy,sashs fredi,,4,1947;1950,2,Sachs Freddy
P01303,Saddik Hassan,sadek hasan,pasha,2,1947;1950,2,Saddik Hassan | Sadek Hassan
P01304,Grand Officier Couronne Belge,grand ofisier kuron belg,,8,1947,1,Grand Officier Couronne Belge
P01305,Copper Works,koper uorks,,11,1947,1,Copper Works
P01306,Sakellarios Nicolas,sakelarios nikolas,,2,1947;1950,2,Sakellarios Nicolas
P01307,Salah el Dîne El Chourbagui·,salah din shurbagui,,2,1947;1950,2,Salah el Dine El Chourbagui | Salah el Dîne El Chourbagui·
P01308,Salama Marco,salama marko,,4,1947;1950,2,Salama Marco
P01309,Salama Max J,salama max,,3,1947;1950,2,Salama Max J
P01310,Salem Maurice O,salem mauris,,4,1947;1950,2,Salem Maurice O
P01311,Sami Off,sami of,,3,1947;1950,2,Sami Off
P01312,Santarelli Michel,santareli mishel,,1,1947,1,Santarelli Michel
P01313,Saouaf Camille,sauaf kamil,,1,1947,1,Saouaf Camille
P01314,Sariyanni Demosthène A,sariani demosthen,,2,1947;1950,2,Sariyanni Demosthène A
P01315,Sarofim Shalaby,sarofim shalabi,bey,6,1947;1950,2,Sarofim Shalaby
P01316,Savon G. L,savon,,7,1947;1950,2,Savon G. L
P01317,Sayed El Lozy Eff,saied lozi ef,,2,1947,1,Sayed El Lozy Eff
P01318,El Sayed Mohamed Badraoui,saied moamed badraui,pasha,2,1947,1,El Sayed Mohamed Badraoui
P01319,Sayed Mohamed Badraoui Achour Pacha Député,saied moamed badraui ashur pasha deput,,2,1947,1,Sayed Mohamed Badraoui Achour Pacha Député
P01320,Scamvouyeras Panayotti,skamvuieras panaioti,,2,1947;1950,2,Scamvouyeras Panayotti
P01321,Schaechter H,shaeshter,,3,1947;1950,2,Schaechter H
P01322,Schasca O,shaska,,2,1947;1950,2,Schasca O
P01323,Sc:hellenberg Hans,shelenberg hans,,4,1947,1,Sc:hellenberg Hans
P01324,Schmidheiny Ernst,shmidheini ernst,,2,1947;1950,2,Schmidheiny Ernst
P01325,Schmidheiny Jacob,shmidheini gakob,,1,1947,1,Schmidheiny Jacob
P01326,Schoenman Juljan,shoenman gulgan,,2,1947;1950,2,Schoenman Juljan
P01327,Sc::houten Fernand,shuten fernand,,2,1947;1950,2,Sc::houten Fernand | Schoùten Fernand
P01328,Conseil,konseil,,3,1947;1950,2,Conseil | Polack Edwin Mtre. Avocat Conseil
P01329,Sedky Aziz,sedki aziz,bey,3,1947;1950,2,Sedky Aziz | Sidki Aziz
P01330,Sedky,sedki,,2,1947,1,Sedky
P01331,Sedky Kamel,sedki kamel,pasha,1,1947,1,Sedky Kamel
P01332,Sekaly Achille,sekali ashil,bey,6,1947;1950,2,Sekaly Achille
P01333,Sellas André,selas andr,,2,1947;1950,2,Sellas André
P01334,Setton César J,seton sesar,,5,1947;1950,2,Setton César | Setton César J
P01335,Sevastopulo Ambroise,sevastopulo ambrois,,3,1947;1950,2,Sevastopulo Ambroise
P01336,Shamsy Aly,shamsi ali,pasha,8,1947;1950,2,Shamsy Aly
P01337,Maison Choremi,maison shoremi,,3,1947,1,Maison Choremi
P01338,Sinigaglia Carlo,sinigaglia karlo,,4,1947;1950,2,Sinigaglia Carlo
P01339,Sirakian S. lng,sirakian lng,,1,1947,1,Sirakian S. lng
P01340,Cottop Spinning,kotop spining,,3,1947,1,Cottop Spinning
P01341,Sirry Mohamed,siri moamed,pasha,1,1947,1,Sirry Mohamed
P01342,Small Irving,smal irving,,1,1947,1,Small Irving
P01343,Smouha Joseph,smua gosef,,2,1947;1950,2,Smouha Joseph
P01344,S.S. le Nabil Soliman Daoud,l nabil soliman daud,,3,1947;1950,2,S.S. le Nabil Soliman Daoud
P01345,Sorbara Salvator,sorbara salvator,,2,1947;1950,2,Sorbara Salvator
P01346,The Egyptian Independent Oil Co,th egiptian independent oil ko,,1,1947,1,The Egyptian Independent Oil Co
P01347,Spetseropoulo Georges D,spetseropulo georges,,5,1947,1,Spetseropoulo Georges D
P01348,Strangman,strangman,,1,1947,1,Strangman
P01349,Sursocl\ Nicolas Alexandre,sursokl nikolas alexandr,,4,1947;1950,2,Sursock Nicolas Alexandre | Sursocl\ Nicolas Alexandre
P01350,Tagher Albert Bey Me,tagher albert bei m,,2,1947;1950,2,Tagher Albert Bey Me
P01351,Tagher François,tagher frankois,,3,1947;1950,2,Tagher François
P01352,Tagher Omar,tagher omar,,1,1947,1,Tagher Omar
P01353,Taher Hassan Hosnr,taer hasan hosnr,pasha,1,1947,1,Taher Hassan Hosnr
P01354,Taher Mahmoud Hamtdi,taer mahmud hamtdi,pasha,2,1947,1,Taher Mahmoud Hamtdi
P01355,Club El-Fouroussia,klub furusia,,1,1947,1,Club El-Fouroussia
P01356,Takla Berti Kamel,takla berti kamel,bey,2,1947;1950,2,Takla Berti Kamel
P01357,Tancred C. H,tankred,,1,1947,1,Tancred C. H
P01358,Tarraf Aly,taraf ali,pasha,1,1947,1,Tarraf Aly
P01359,Tawil Pierre,tauil pier,,6,1947;1950,2,Tawil Pierre
P01360,Tepeghiosi Nicolas,tepeghiosi nikolas,,4,1947;1950,2,Tepeghiosi Nicolas
P01361,Théodorakis A. O,theodorakis,,2,1947;1950,2,Théodorakis A. D | Théodorakis A. O
P01362,Thomaidis Constantin B,thomaidis konstantin,,3,1947;1950,2,Thomaidis Constantin B
P01363,Thomaidis Ivan Evangelo B,thomaidis ivan evangelo,,3,1947;1950,2,Thomaidis Ivan Evangelo B
P01364,Thomaidis Pandélis C,thomaidis pandelis,,1,1947,1,Thomaidis Pandélis C
P01365,Toriel Eliott,toriel eliot,,2,1947;1950,2,Toriel Eliott | Toriel Elliot
P01366,Toriel Henri,toriel henri,,6,1947;1950,2,Toriel Henri
P01367,Totah Youssef,totah iusef,,1,1947,1,Totah Youssef
P01368,Toutounji Joseph,tutungi gosef,,7,1947;1950,2,Toutounji Joseph
P01369,Trad Samaan,trad saman,,1,1947,1,Trad Samaan
P01370,Triulzi E. W,triulzi,,2,1947;1950,2,Triulzi E. W
P01371,Vallet Jean,valet gean,,4,1947;1950,2,Vallet Jean
P01372,Vickery J. C,vikeri,,2,1947;1950,2,Vickery | Vickery J. C
P01373,Vidon Aslan,vidon aslan,,5,1947;1950,2,Vidon Aslan
P01374,Vidon Joseph,vidon gosef,,2,1947;1950,2,Vidon Joseph
P01375,Vigneau André,vigneau andr,,1,1947,1,Vigneau André
P01376,Vïncendon Jacques,vinsendon gakues,,2,1947;1950,2,Vincendon Jacques | Vïncendon Jacques
P01377,Watouri Joseph,uaturi gosef,,3,1947;1950,2,Watouri Joseph | Wattouri Joseph
P01378,Wieland A. J,uieland,,1,1947,1,Wieland A. J
P01379,Wilkinson Peter,uilkinson peter,,2,1947;1950,2,Wilkinson Peter
P01380,Trading Cy,trading si,,1,1947,1,Trading Cy
P01381,Woodhead W. G,uodhead,,2,1947;1950,2,Woodhead W. G
P01382,Yamodis Ph,iamodis f,,1,1947,1,Yamodis Ph
P01383,Yassine Mohamed Sayed,iasin moamed saied,bey,2,1947;1950,2,Yassine Mohamed Sayed
P01384,Yassine Serag El Dîne Bey Propriétaire Foncier,iasin sirag din bei proprietair fonsier,,10,1947;1950,2,Yassine Serag El Dîne Bey Propriétaire Foncier | Yassine Sirag El Dîne Bey Propriétaire Foncier
P01385,Zabal Wadih,zabal uadih,,3,1947;1950,2,Zabal Wadih
P01386,Zaidan Georges,zaidan georges,,1,1947,1,Zaidan Georges
P01387,Zakaria Mahran,zakaria mahran,pasha,6,1947,1,Zakaria Mahran
P01388,Me. Zananiri,m zananiri,,1,1947,1,Me. Zananiri
P01389,Zarmati L. M,zarmati,,4,1947;1950,2,Zarmati L. M
P01390,Zarbhanelian Mardig,zarbhanelian mardig,,3,1947;1950,2,Zarbhanelian Mardig
P01391,Zerbini Dimitri J·ean,zerbini dimitri gean,,3,1947,1,Zerbini Dimitri J·ean
P01392,Zerbini S,zerbini,,1,1947,1,Zerbini S
P01393,Zilkha,zilkha,,3,1947;1950,2,Zilkha | Zilkha K. A
P01394,Egypte Alexandrie,egipt alexandri,,2,1947,1,Egypte Alexandrie
P01395,Zilkha Maurice,zilkha mauris,,3,1947;1950,2,Zilkha Maurice
P01396,Zulfikar Mohamed,zulfikar moamed,bey,1,1947,1,Zulfikar Mohamed
P01397,Zulfikar Samir,zulfikar samir,bey,2,1947;1950,2,Zulficar Samir | Zulfikar Samir
P01398,Zulficar Youssouf Pacha G.C.O. Nil,zulfikar iusuf pasha nil,,5,1947,1,Zulficar Youssouf Pacha G.C.O. Nil
P01399,Abaza Ahmed,abaza ahmed,bey,1,1950,1,Abaza Ahmed
P01400,Abaza Galal,abaza galal,bey,3,1950,1,Abaza Galal
P01401,Abaza Dr. Mahmoud,abaza dr mahmud,bey,1,1950,1,Abaza Dr. Mahmoud
P01402,Abaza Mohamed Fikri,abaza moamed fikri,bey,1,1950,1,Abaza Mohamed Fikri
P01403,Abaza Mohamed Aziz,abaza moamed aziz,pasha,4,1950,1,Abaza Mohamed Aziz
P01404,Abaza Mohamed Zaki,abaza moamed zaki,bey,1,1950,1,Abaza Mohamed Zaki
P01405,Abbas el Chafei,abas shafei,,4,1950,1,Abbas el Chafei
P01406,Abdallah Idris Ragheb,abdalah idris ragheb,bey,2,1950,1,Abdallah Idris Ragheb
P01407,Abdel Aziz Abdallah Salem,abdel aziz abdalah salem,bey,2,1950,1,Abdel Aziz Abdallah Salem
P01408,Abdel Aziz El Barkouki,abdel aziz barkuki,,2,1950,1,Abdel Aziz El Barkouki
P01409,Abdel Fattah El Roby Eff,abdel fatah robi ef,,1,1950,1,Abdel Fattah El Roby Eff
P01410,Abdel Fattah el Sayed,abdel fatah saied,bey,1,1950,1,Abdel Fattah el Sayed
P01411,Abdel Galil el Emary,abdel galil emari,bey,2,1950,1,Abdel Galil el Emary
P01412,Abdel Galil Abou Samra,abdel galil samra,pasha,3,1950,1,Abdel Galil Abou Samra
P01413,Abdel Haî Khalil,abdel hai khalil,bey,4,1950,1,Abdel Haî Khalil
P01414,Abdel Hamid Pacha Abdel Hakk,abdel hamid pasha abdel hak,,3,1950,1,Abdel Hamid Pacha Abdel Hakk
P01415,Abdel Hamid Abdel Meguid el Abd,abdel hamid abdel meguid abd,,1,1950,1,Abdel Hamid Abdel Meguid el Abd
P01416,Abd El-Hamid El-Chérif,abd hamid sherif,bey,1,1950,1,Abd El-Hamid El-Chérif
P01417,Représentations Shipping,representations shiping,,1,1950,1,Représentations Shipping
P01418,Abdel Hamid Fahmy,abdel hamid fahmi,,1,1950,1,Abdel Hamid Fahmy
P01419,Abdel Hamid Fathi,abdel hamid fathi,bey,1,1950,1,Abdel Hamid Fathi
P01420,Abdel Hamid Ibrahim,abdel hamid ibraim,,1,1950,1,Abdel Hamid Ibrahim
P01421,Abdel Hamid Kamal Bey Miralai,abdel hamid kamal bei miralai,,2,1950,1,Abdel Hamid Kamal Bey Miralai
P01422,Abdel Hamid Mahmoud Atallah,abdel hamid mahmud atalah,,1,1950,1,Abdel Hamid Mahmoud Atallah
P01423,Abdel Hamid el Seno~ssi Mtre,abdel hamid senosi mtr,,1,1950,1,Abdel Hamid el Seno~ssi Mtre
P01424,Abdel Hamid Serag el Dine,abdel hamid serag din,bey,1,1950,1,Abdel Hamid Serag el Dine
P01425,Abdel Hamid Shawarby,abdel hamid shauarbi,bey,1,1950,1,Abdel Hamid Shawarby
P01426,Abdel Kawi Ahmed,abdel kaui ahmed,pasha,4,1950,1,Abdel Kawi Ahmed
P01427,Abdel Kerim Raouf,abdel kerim rauf,bey,1,1950,1,Abdel Kerim Raouf
P01428,Abdel Khalek Saber,abdel khalek saber,bey,2,1950,1,Abdel Khalek Saber
P01429,Abdel Latif Bey Ghorbal,abdel latif bei ghorbal,,1,1950,1,Abdel Latif Bey Ghorbal
P01430,Abdel Maksud Hamza,abdel maksud hamza,,1,1950,1,Abdel Maksud Hamza
P01431,Abdel Malel{ Hamza,abdel malel hamza,bey,5,1950,1,Abdel Malel{ Hamza
P01432,Abdel Meguid Abdel Hakk,abdel meguid abdel hak,,1,1950,1,Abdel Meguid Abdel Hakk
P01433,Abdel Meguid Badr,abdel meguid badr,pasha,1,1950,1,Abdel Meguid Badr
P01434,Abdel Meguid Ismail Barakat,abdel meguid ismail barakat,,1,1950,1,Abdel Meguid Ismail Barakat
P01435,Abdel Messih Georges B,abdel mesih georges,,1,1950,1,Abdel Messih Georges B
P01436,Abdel Moneim Khafagui,abdel moneim khafagui,,3,1950,1,Abdel Moneim Khafagui
P01437,United Enterprises,enterprises,,2,1950,1,Enterprises | United Enterprises
P01438,Abdel Rahman Loutfi,abdel rahman lutfi,pasha,1,1950,1,Abdel Rahman Loutfi
P01439,Abdel Rahman Nour,abdel rahman nur,bey,1,1950,1,Abdel Rahman Nour
P01440,Abdel Rahman Nosseir,abdel rahman noseir,bey,1,1950,1,Abdel Rahman Nosseir
P01441,Abdel Raouf Alamy,abdel rauf alami,bey,1,1950,1,Abdel Raouf Alamy
P01442,Abdel Raouf Zaki,abdel rauf zaki,bey,1,1950,1,Abdel Raouf Zaki
P01443,Abflel Salam El-Shazli,abflel salam shazli,pasha,1,1950,1,Abflel Salam El-Shazli
P01444,Abdel Salam Mahmoud,abdel salam mahmud,bey,1,1950,1,Abdel Salam Mahmoud
P01445,Abdou Mohamed El Tawil,abdu moamed tauil,,3,1950,1,Abdou Mohamed El Tawil
P01446,Aboul Ela Hanafi,abul ela hanafi,bey,4,1950,1,Aboul Ela Hanafi
P01447,Aboul Fath Ahmed,abul fath ahmed,,1,1950,1,Aboul Fath Ahmed
P01448,Misri»,misri,,2,1950,1,Misri»
P01449,Aboul Fath Mohamed,abul fath moamed,,1,1950,1,Aboul Fath Mohamed
P01450,Abou Seif Radi,seif radi,bey,1,1950,1,Abou Seif Radi
P01451,Aboussouan Jean,abusuan gean,,1,1950,1,Aboussouan Jean
P01452,Aboussouan Reffie,abusuan refi,,1,1950,1,Aboussouan Reffie
P01453,Acher Mtre. Sam,asher mtr sam,,1,1950,1,Acher Mtre. Sam
P01454,Publique,publiku,,1,1950,1,Publique
P01455,Adam Vladimir,adam vladimir,,1,1950,1,Adam Vladimir
P01456,Adda Abramino F,ada abramino,,3,1950,1,Adda Abramino F
P01457,Adda Me. Charles,ada m sharles,,2,1950,1,Adda Me. Charles
P01458,Adda Me. René,ada m ren,,1,1950,1,Adda Me. René
P01459,Adda Robert J,ada robert,,1,1950,1,Adda Robert J
P01460,Adel Wahba Awad,adel uahba auad,,1,1950,1,Adel Wahba Awad
P01461,Beyrouth,beiruth,,1,1950,1,Beyrouth
P01462,Afifi Mohamed,afifi moamed,bey,3,1950,1,Afifi Mohamed
P01463,Aghion Henry,aghion henri,,1,1950,1,Aghion Henry
P01464,Aghion Yvonne,aghion ivon,,1,1950,1,Aghion Yvonne
P01465,Ahmed Bey Ibrahim Atallah,ahmed bei ibraim atalah,bey,2,1950,1,Ahmed Bey Ibrahim Atallah | Ahmed Ibrahim Atallah
P01466,Ahmed Aziz El Barkould,ahmed aziz barkuld,,1,1950,1,Ahmed Aziz El Barkould
P01467,Ahmed Abdel Ghaffar,ahmed abdel ghafar,bey,1,1950,1,Ahmed Abdel Ghaffar
P01468,Ahmed Hamdi Pacha Lewa,ahmed hamdi pasha leua,,1,1950,1,Ahmed Hamdi Pacha Lewa
P01469,Ahmed Hamdi Mahboub,ahmed hamdi mahbub,pasha,1,1950,1,Ahmed Hamdi Mahboub
P01470,Ahmed Helmi Abdel Baki,ahmed helmi abdel baki,pasha,1,1950,1,Ahmed Helmi Abdel Baki
P01471,Dr. Ahmed Hilmy,dr ahmed hilmi,pasha,2,1950,1,Dr. Ahmed Hilmy
P01472,Ahmed Hilmy Mahmoud,ahmed hilmi mahmud,bey,3,1950,1,Ahmed Hilmy Mahmoud | Ahmed Mahmoud
P01473,Ahmed el Moghazi,ahmed moghazi,,3,1950,1,Ahmed el Moghazi
P01474,Ahmed Mohamed Sid Ahmed,ahmed moamed sid ahmed,,1,1950,1,Ahmed Mohamed Sid Ahmed
P01475,Ahmed Racheed Abdallah Bey Dr,ahmed rashed abdalah bei dr,,1,1950,1,Ahmed Racheed Abdallah Bey Dr
P01476,Ahmed Rouchdi El Gazzar,ahmed rushdi gazar,bey,1,1950,1,Ahmed Rouchdi El Gazzar
P01477,Ahmed Youssef el Gammal,ahmed iusef gamal,bey,1,1950,1,Ahmed Youssef el Gammal
P01478,Aladin El Alaily,aladin alaili,bey,1,1950,1,Aladin El Alaily
P01479,Aladjem Raphael,aladgem rafael,,1,1950,1,Aladjem Raphael
P01480,Aldridge Léonard,aldridg leonard,,1,1950,1,Aldridge Léonard
P01481,Allain André,alain andr,,1,1950,1,Allain André
P01482,Allan George W,alan georg,,1,1950,1,Allan George W
P01483,Aly Chouh:ri Khamis,ali shuhri khamis,,2,1950,1,Aly Chouh:ri Khamis
P01484,Aly Moafi,ali moafi,,1,1950,1,Aly Moafi
P01485,Aly Mohamed El Kerdani Bey D.H.P,ali moamed kerdani bei,,2,1950,1,Aly Mohamed El Kerdani Bey D.H.P
P01486,Amad Farid,amad farid,,2,1950,1,Amad Farid
P01487,Ambrosetti Constantin,ambroseti konstantin,,1,1950,1,Ambrosetti Constantin
P01488,Ameli G,ameli,,1,1950,1,Ameli G
P01489,Amine Aly,amin ali,,1,1950,1,Amine Aly
P01490,Amine Anis,amin anis,pasha,1,1950,1,Amine Anis
P01491,Amine El Moghraby,amin moghrabi,,1,1950,1,Amine El Moghraby
P01492,Amine Moustapha Bey Co-Propriétaire Journal «Akhbar el Yom»,amin mustafa bei ko proprietair gurnal akhbar iom,,1,1950,1,Amine Moustapha Bey Co-Propriétaire Journal «Akhbar el Yom»
P01493,Anastassalds Constantin J,anastasalds konstantin,,1,1950,1,Anastassalds Constantin J
P01494,Ancona Albert,ankona albert,,1,1950,1,Ancona Albert
P01495,Ancona Isaac,ankona isak,,1,1950,1,Ancona Isaac
P01496,Angelil Ernest,angelil ernest,,1,1950,1,Angelil Ernest
P01497,Angelil Fernand,angelil fernand,,1,1950,1,Angelil Fernand
P01498,Angelil Michel,angelil mishel,,1,1950,1,Angelil Michel
P01499,Angelil Oscar,angelil oskar,,1,1950,1,Angelil Oscar
P01500,Antebi M. Mtre,antebi mtr,,1,1950,1,Antebi M. Mtre
P01501,Antoun Neguib,antun neguib,,1,1950,1,Antoun Neguib
P01502,Anwar Ahmed Fouad,anuar ahmed fuad,pasha,3,1950,1,Anwar Ahmed Fouad
P01503,Arcache,arkash,,1,1950,1,Arcache
P01504,Arcache Raymond,arkash raimond,,2,1950,1,Arcache Raymond
P01505,Archibald C. N,arshibald,,1,1950,1,Archibald C. N
P01506,Ardizzone Andrea,ardizon andrea,,1,1950,1,Ardizzone Andrea
P01507,Arnaud Jules,arnaud gules,,2,1950,1,Arnaud Jules
P01508,Assem Ismail,asem ismail,,1,1950,1,Assem Ismail
P01509,Atallah Georges B,atalah georges,,1,1950,1,Atallah Georges B
P01510,Atallah Moufid,atalah mufid,bey,1,1950,1,Atallah Moufid
P01511,Audi Ibrahim R,audi ibraim,,1,1950,1,Audi Ibrahim R
P01512,Autrand Louis,autrand luis,,4,1950,1,Autrand Louis
P01513,Avramoussi Evangel,avramusi evangel,,1,1950,1,Avramoussi Evangel
P01514,Avril Marcel,avril marsel,,1,1950,1,Avril Marcel
P01515,Awad Hassan Awad,auad hasan auad,,2,1950,1,Awad Hassan Awad
P01516,Awad Mohamed,auad moamed,bey,1,1950,1,Awad Mohamed
P01517,Ayoub Charles Bey Me,aiub sharles bei m,,2,1950,1,Ayoub Charles Bey Me
P01518,Ayoub Georges Me,aiub georges m,,3,1950,1,Ayoub Georges Me
P01519,Ayres H.F,aires,,1,1950,1,Ayres H.F
P01520,Azzuz Michel,azuz mishel,,1,1950,1,Azzuz Michel
P01521,Bachour Wadih,bashur uadih,,2,1950,1,Bachour Wadih
P01522,Badaoui Mohamed Kamel,badaui moamed kamel,bey,1,1950,1,Badaoui Mohamed Kamel
P01523,Badr-El-Dine Ibrahim Bey Ingénieur,badr din ibraim bei ingenieur,,4,1950,1,Badr-El-Dine Ibrahim Bey Ingénieur
P01524,Bahgat Badaotù,bahgat badaotu,bey,3,1950,1,Bahgat Badaotù
P01525,Bahrawy Aly Dr,bahraui ali dr,,1,1950,1,Bahrawy Aly Dr
P01526,Bahri Selim,bahri selim,bey,2,1950,1,Bahri Selim
P01527,Bailey A. \V,bailei v,,6,1950,1,Bailey A. \V
P01528,Baker A. G,baker,,1,1950,1,Baker A. G
P01529,Bakhaty Mahmoud,bakhati mahmud,bey,2,1950,1,Bakhaty Mahmoud
P01530,BaiJian J. A,baigian,,1,1950,1,BaiJian J. A
P01531,Ballis Nicolas,balis nikolas,,1,1950,1,Ballis Nicolas
P01532,Barakat Mohamed,barakat moamed,bey,1,1950,1,Barakat Mohamed
P01533,Barcilon Abramino,barsilon abramino,,2,1950,1,Barcilon Abramino
P01534,BarcHon Henry,barshon henri,,1,1950,1,BarcHon Henry
P01535,Barcilon Léon,barsilon leon,,1,1950,1,Barcilon Léon
P01536,Barcilon Jack Industriel,barsilon gak industriel,,2,1950,1,Barcilon Jack Industriel
P01537,New Egyptian Co,neu egiptian ko,,2,1950,1,New Egyptian Co
P01538,Barthe-Dejean Paul,barth degean paul,,1,1950,1,Barthe-Dejean Paul
P01539,Bassili Georges,basil georges,,4,1950,1,Basile Georges | Bassili Georges
P01540,Basri Salomon,basri salomon,,1,1950,1,Basri Salomon
P01541,Bassili Mme. Marguerite,basili m marguerit,,1,1950,1,Bassili Mme. Marguerite
P01542,Bassili Nicolas Alexandre,basili nikolas alexandr,,1,1950,1,Bassili Nicolas Alexandre
P01543,Bassili Victor,basili viktor,,1,1950,1,Bassili Victor
P01544,Bate Charles W. Clavell,bat sharles klavel,,1,1950,1,Bate Charles W. Clavell
P01545,Beh.:hyt François,beh hit frankois,,1,1950,1,Beh.:hyt François
P01546,Bekhyt Gabriel,bekhit gabriel,,1,1950,1,Bekhyt Gabriel
P01547,Benin Albert,benin albert,,1,1950,1,Benin Albert
P01548,Ben Lassin Alexandre,lasin alexandr,,4,1950,1,Ben Lassin Alexandre
P01549,Bennett H.T,benet,,1,1950,1,Bennett H.T
P01550,Products,produkts,,3,1950,1,Products
P01551,Mining Co,mining ko,,1,1950,1,Mining Co
P01552,Bianchi,bianshi,,1,1950,1,Bianchi
P01553,Bibaoui Yaconb,bibaui iakonb,bey,1,1950,1,Bibaoui Yaconb
P01554,Bibaoui Joseph Yacoub,bibaui gosef iakub,,1,1950,1,Bibaoui Joseph Yacoub
P01555,Bicharat Hanna,bisharat hana,pasha,1,1950,1,Bicharat Hanna
P01556,Bicharat Shibly,bisharat shibli,bey,1,1950,1,Bicharat Shibly
P01557,Birley G. P,birlei,,1,1950,1,Birley G. P
P01558,Blattner Reginald,blatner reginald,,1,1950,1,Blattner Reginald
P01559,Bless Hans,bles hans,,1,1950,1,Bless Hans
P01560,Bonafous A,bonafus,,1,1950,1,Bonafous A
